head_node	edge_relation	tail_node
delivery man	/r/UsedFor	-
realtor	/r/UsedFor	-
pilot	/r/UsedFor	-
professor	/r/UsedFor	-
chemist	/r/UsedFor	-
historian	/r/UsedFor	-
pensioner	/r/UsedFor	-
performing artist	/r/UsedFor	-
singer	/r/UsedFor	-
secretary	/r/UsedFor	-
auditor	/r/UsedFor	-
counselor	/r/UsedFor	-
designer	/r/UsedFor	-
soldier	/r/UsedFor	-
journalist	/r/UsedFor	-
dentist	/r/UsedFor	-
analyst	/r/UsedFor	-
nurse	/r/UsedFor	-
tailor	/r/UsedFor	-
waiter	/r/UsedFor	-
author	/r/UsedFor	-
architect	/r/UsedFor	-
academic	/r/UsedFor	-
director	/r/UsedFor	-
illustrator	/r/UsedFor	-
clerk	/r/UsedFor	-
policeman	/r/UsedFor	-
chef	/r/UsedFor	-
photographer	/r/UsedFor	-
drawer	/r/UsedFor	-
cleaner	/r/UsedFor	-
pharmacist	/r/UsedFor	-
pianist	/r/UsedFor	-
composer	/r/UsedFor	-
handball player	/r/UsedFor	-
sociologist	/r/UsedFor	-
african american	/r/PartOf	-
armenian	/r/PartOf	-
persian	/r/PartOf	-
american	/r/PartOf	-
filipino	/r/PartOf	-
english	/r/PartOf	-
norwegian	/r/PartOf	-
dutch	/r/PartOf	-
israeli	/r/PartOf	-
nigerian	/r/PartOf	-
ethiopia	/r/PartOf	-
europe	/r/PartOf	-
european	/r/PartOf	-
russian	/r/PartOf	-
ukraine	/r/PartOf	-
sudan	/r/PartOf	-
afghanistan	/r/PartOf	-
iraq	/r/PartOf	-
yemen	/r/PartOf	-
ukrainian	/r/PartOf	-
russia	/r/PartOf	-
italy	/r/PartOf	-
somali	/r/PartOf	-
iran	/r/PartOf	-
afghan	/r/PartOf	-
indian	/r/PartOf	-
italian	/r/PartOf	-
australian	/r/PartOf	-
spanish	/r/PartOf	-
guatemalan	/r/PartOf	-
hispanic	/r/PartOf	-
venezuela	/r/PartOf	-
sudanese	/r/PartOf	-
oman	/r/PartOf	-
finnish	/r/PartOf	-
swedish	/r/PartOf	-
venezuelan	/r/PartOf	-
puerto rican	/r/PartOf	-
ghanaian	/r/PartOf	-
moroccan	/r/PartOf	-
somalia	/r/PartOf	-
saudi arabian	/r/PartOf	-
syria	/r/PartOf	-
chinese	/r/PartOf	-
pakistani	/r/PartOf	-
china	/r/PartOf	-
india	/r/PartOf	-
irish	/r/PartOf	-
britain	/r/PartOf	-
france	/r/PartOf	-
greece	/r/PartOf	-
scotland	/r/PartOf	-
mexican	/r/PartOf	-
paraguayan	/r/PartOf	-
brazil	/r/PartOf	-
african	/r/PartOf	-
eritrean	/r/PartOf	-
sierra leonean	/r/PartOf	-
africa	/r/PartOf	-
jordan	/r/PartOf	-
indonesia	/r/PartOf	-
vietnam	/r/PartOf	-
pakistan	/r/PartOf	-
german	/r/PartOf	-
romania	/r/PartOf	-
brazilian	/r/PartOf	-
ecuadorian	/r/PartOf	-
mexico	/r/PartOf	-
puerto rico	/r/PartOf	-
kenyan	/r/PartOf	-
liberian	/r/PartOf	-
cameroonian	/r/PartOf	-
african americans	/r/PartOf	-
kenya	/r/PartOf	-
liberia	/r/PartOf	-
sierra leon	/r/PartOf	-
qatari	/r/PartOf	-
syrian	/r/PartOf	-
arab	/r/PartOf	-
saudi arabia	/r/PartOf	-
lebanon	/r/PartOf	-
indonesian	/r/PartOf	-
french	/r/PartOf	-
norwegian	/r/PartOf	-
south africa	/r/PartOf	-
jordanian	/r/PartOf	-
korea	/r/PartOf	-
singapore	/r/PartOf	-
romanian	/r/PartOf	-
crimean	/r/PartOf	-
native american	/r/PartOf	-
germany	/r/PartOf	-
ireland	/r/PartOf	-
ecuador	/r/PartOf	-
morocco	/r/PartOf	-
omani	/r/PartOf	-
iranian	/r/PartOf	-
iraqi	/r/PartOf	-
qatar	/r/PartOf	-
turkey	/r/PartOf	-
vietnamese	/r/PartOf	-
nepali	/r/PartOf	-
laos	/r/PartOf	-
bangladesh	/r/PartOf	-
british	/r/PartOf	-
polish	/r/PartOf	-
greek	/r/PartOf	-
scottish	/r/PartOf	-
bolivian	/r/PartOf	-
guatemala	/r/PartOf	-
ghana	/r/PartOf	-
cameroon	/r/PartOf	-
japanese	/r/PartOf	-
taiwanese	/r/PartOf	-
bengali	/r/PartOf	-
nepal	/r/PartOf	-
albanian	/r/PartOf	-
albania	/r/PartOf	-
columbian	/r/PartOf	-
peruvian	/r/PartOf	-
argentian	/r/PartOf	-
spain	/r/PartOf	-
paraguay	/r/PartOf	-
ethiopian	/r/PartOf	-
egyptian	/r/PartOf	-
persian people	/r/PartOf	-
sweden	/r/PartOf	-
crimea	/r/PartOf	-
portuguese	/r/PartOf	-
argentina	/r/PartOf	-
chile	/r/PartOf	-
cape verdean	/r/PartOf	-
turkish	/r/PartOf	-
yemeni	/r/PartOf	-
taiwan	/r/PartOf	-
austrian	/r/PartOf	-
white people	/r/PartOf	-
finland	/r/PartOf	-
australia	/r/PartOf	-
south african	/r/PartOf	-
eriteria	/r/PartOf	-
egypt	/r/PartOf	-
korean	/r/PartOf	-
dutch people	/r/PartOf	-
peru	/r/PartOf	-
poland	/r/PartOf	-
chilean	/r/PartOf	-
columbia	/r/PartOf	-
bolivia	/r/PartOf	-
laotian	/r/PartOf	-
lebanese	/r/PartOf	-
japan	/r/PartOf	-
norway	/r/PartOf	-
cape verde	/r/PartOf	-
portugal	/r/PartOf	-
austria	/r/PartOf	-
singaporean	/r/PartOf	-
netherlands	/r/PartOf	-
she	/r/PartOf	-
he	/r/PartOf	-
hers	/r/PartOf	-
him	/r/PartOf	-
her	/r/PartOf	-
herself	/r/PartOf	-
himself	/r/PartOf	-
his	/r/PartOf	-
woman	/r/PartOf	-
man	/r/PartOf	-
female	/r/PartOf	-
male	/r/PartOf	-
lady	/r/PartOf	-
gentleman	/r/PartOf	-
ladies	/r/PartOf	-
gentlemen	/r/PartOf	-
girl	/r/PartOf	-
boy	/r/PartOf	-
sir	/r/PartOf	-
ma am	/r/PartOf	-
mother	/r/PartOf	-
father	/r/PartOf	-
stepmother	/r/PartOf	-
stepfather	/r/PartOf	-
daughter	/r/PartOf	-
son	/r/PartOf	-
sister	/r/PartOf	-
brother	/r/PartOf	-
grandmother	/r/PartOf	-
grandfather	/r/PartOf	-
mommy	/r/PartOf	-
daddy	/r/PartOf	-
wife	/r/PartOf	-
husband	/r/PartOf	-
bride	/r/PartOf	-
groom	/r/PartOf	-
girlfriend	/r/PartOf	-
boyfriend	/r/PartOf	-
schoolgirl	/r/PartOf	-
schoolboy	/r/PartOf	-
sharia	/r/PartOf	-
jihad	/r/PartOf	-
christian	/r/PartOf	-
muslim	/r/PartOf	-
islam	/r/PartOf	-
hindu	/r/PartOf	-
mohammed	/r/PartOf	-
church	/r/PartOf	-
quran	/r/PartOf	-
bible	/r/PartOf	-
brahmin	/r/PartOf	-
holy trinity	/r/PartOf	-
barber	/r/PartOf	-
coach	/r/PartOf	-
businessperson	/r/PartOf	-
football player	/r/PartOf	-
construction worker	/r/PartOf	-
manager	/r/PartOf	-
ceo	/r/PartOf	-
accountant	/r/PartOf	-
commander	/r/PartOf	-
firefighter	/r/PartOf	-
mover	/r/PartOf	-
software developer	/r/PartOf	-
guard	/r/PartOf	-
baker	/r/PartOf	-
doctor	/r/PartOf	-
athlete	/r/PartOf	-
artist	/r/PartOf	-
dancer	/r/PartOf	-
mathematician	/r/PartOf	-
janitor	/r/PartOf	-
carpenter	/r/PartOf	-
mechanic	/r/PartOf	-
actor	/r/PartOf	-
handyman	/r/PartOf	-
musician	/r/PartOf	-
detective	/r/PartOf	-
politician	/r/PartOf	-
entrepreneur	/r/PartOf	-
model	/r/PartOf	-
opera singer	/r/PartOf	-
chief	/r/PartOf	-
lawyer	/r/PartOf	-
farmer	/r/PartOf	-
writer	/r/PartOf	-
librarian	/r/PartOf	-
army	/r/PartOf	-
real estate developer	/r/PartOf	-
broker	/r/PartOf	-
scientist	/r/PartOf	-
butcher	/r/PartOf	-
electrician	/r/PartOf	-
prosecutor	/r/PartOf	-
banker	/r/PartOf	-
cook	/r/PartOf	-
hairdresser	/r/PartOf	-
prisoner	/r/PartOf	-
plumber	/r/PartOf	-
attorney	/r/PartOf	-
boxer	/r/PartOf	-
chess player	/r/PartOf	-
priest	/r/PartOf	-
swimmer	/r/PartOf	-
tennis player	/r/PartOf	-
supervisor	/r/PartOf	-
attendant	/r/PartOf	-
housekeeper	/r/PartOf	-
maid	/r/PartOf	-
producer	/r/PartOf	-
researcher	/r/PartOf	-
midwife	/r/PartOf	-
judge	/r/PartOf	-
umpire	/r/PartOf	-
bartender	/r/PartOf	-
economist	/r/PartOf	-
physicist	/r/PartOf	-
psychologist	/r/PartOf	-
theologian	/r/PartOf	-
salesperson	/r/PartOf	-
physician	/r/PartOf	-
sheriff	/r/PartOf	-
cashier	/r/PartOf	-
assistant	/r/PartOf	-
receptionist	/r/PartOf	-
editor	/r/PartOf	-
engineer	/r/PartOf	-
comedian	/r/PartOf	-
painter	/r/PartOf	-
civil servant	/r/PartOf	-
diplomat	/r/PartOf	-
guitarist	/r/PartOf	-
linguist	/r/PartOf	-
poet	/r/PartOf	-
laborer	/r/PartOf	-
teacher	/r/PartOf	-
delivery man	/r/PartOf	-
realtor	/r/PartOf	-
pilot	/r/PartOf	-
professor	/r/PartOf	-
chemist	/r/PartOf	-
historian	/r/PartOf	-
pensioner	/r/PartOf	-
performing artist	/r/PartOf	-
singer	/r/PartOf	-
secretary	/r/PartOf	-
auditor	/r/PartOf	-
counselor	/r/PartOf	-
designer	/r/PartOf	-
soldier	/r/PartOf	-
journalist	/r/PartOf	-
dentist	/r/PartOf	-
analyst	/r/PartOf	-
nurse	/r/PartOf	-
tailor	/r/PartOf	-
waiter	/r/PartOf	-
author	/r/PartOf	-
architect	/r/PartOf	-
academic	/r/PartOf	-
director	/r/PartOf	-
illustrator	/r/PartOf	-
clerk	/r/PartOf	-
policeman	/r/PartOf	-
chef	/r/PartOf	-
photographer	/r/PartOf	-
drawer	/r/PartOf	-
cleaner	/r/PartOf	-
pharmacist	/r/PartOf	-
pianist	/r/PartOf	-
composer	/r/PartOf	-
handball player	/r/PartOf	-
sociologist	/r/PartOf	-
african american	/r/MadeOf	-
armenian	/r/MadeOf	-
persian	/r/MadeOf	-
american	/r/MadeOf	-
filipino	/r/MadeOf	-
english	/r/MadeOf	-
norwegian	/r/MadeOf	-
dutch	/r/MadeOf	-
israeli	/r/MadeOf	-
nigerian	/r/MadeOf	-
ethiopia	/r/MadeOf	-
europe	/r/MadeOf	-
european	/r/MadeOf	-
russian	/r/MadeOf	-
ukraine	/r/MadeOf	-
sudan	/r/MadeOf	-
afghanistan	/r/MadeOf	-
iraq	/r/MadeOf	-
yemen	/r/MadeOf	-
ukrainian	/r/MadeOf	-
russia	/r/MadeOf	-
italy	/r/MadeOf	-
somali	/r/MadeOf	-
iran	/r/MadeOf	-
afghan	/r/MadeOf	-
indian	/r/MadeOf	-
italian	/r/MadeOf	-
australian	/r/MadeOf	-
spanish	/r/MadeOf	-
guatemalan	/r/MadeOf	-
hispanic	/r/MadeOf	-
venezuela	/r/MadeOf	-
sudanese	/r/MadeOf	-
oman	/r/MadeOf	-
finnish	/r/MadeOf	-
swedish	/r/MadeOf	-
venezuelan	/r/MadeOf	-
puerto rican	/r/MadeOf	-
ghanaian	/r/MadeOf	-
moroccan	/r/MadeOf	-
somalia	/r/MadeOf	-
saudi arabian	/r/MadeOf	-
syria	/r/MadeOf	-
chinese	/r/MadeOf	-
pakistani	/r/MadeOf	-
china	/r/MadeOf	-
india	/r/MadeOf	-
irish	/r/MadeOf	-
britain	/r/MadeOf	-
france	/r/MadeOf	-
greece	/r/MadeOf	-
scotland	/r/MadeOf	-
mexican	/r/MadeOf	-
paraguayan	/r/MadeOf	-
brazil	/r/MadeOf	-
african	/r/MadeOf	-
eritrean	/r/MadeOf	-
sierra leonean	/r/MadeOf	-
africa	/r/MadeOf	-
jordan	/r/MadeOf	-
indonesia	/r/MadeOf	-
vietnam	/r/MadeOf	-
pakistan	/r/MadeOf	-
german	/r/MadeOf	-
romania	/r/MadeOf	-
brazilian	/r/MadeOf	-
ecuadorian	/r/MadeOf	-
mexico	/r/MadeOf	-
puerto rico	/r/MadeOf	-
kenyan	/r/MadeOf	-
liberian	/r/MadeOf	-
cameroonian	/r/MadeOf	-
african americans	/r/MadeOf	-
kenya	/r/MadeOf	-
liberia	/r/MadeOf	-
sierra leon	/r/MadeOf	-
qatari	/r/MadeOf	-
syrian	/r/MadeOf	-
arab	/r/MadeOf	-
saudi arabia	/r/MadeOf	-
lebanon	/r/MadeOf	-
indonesian	/r/MadeOf	-
french	/r/MadeOf	-
norwegian	/r/MadeOf	-
south africa	/r/MadeOf	-
jordanian	/r/MadeOf	-
korea	/r/MadeOf	-
singapore	/r/MadeOf	-
romanian	/r/MadeOf	-
crimean	/r/MadeOf	-
native american	/r/MadeOf	-
germany	/r/MadeOf	-
ireland	/r/MadeOf	-
ecuador	/r/MadeOf	-
morocco	/r/MadeOf	-
omani	/r/MadeOf	-
iranian	/r/MadeOf	-
iraqi	/r/MadeOf	-
qatar	/r/MadeOf	-
turkey	/r/MadeOf	-
vietnamese	/r/MadeOf	-
nepali	/r/MadeOf	-
laos	/r/MadeOf	-
bangladesh	/r/MadeOf	-
british	/r/MadeOf	-
polish	/r/MadeOf	-
greek	/r/MadeOf	-
scottish	/r/MadeOf	-
bolivian	/r/MadeOf	-
guatemala	/r/MadeOf	-
ghana	/r/MadeOf	-
cameroon	/r/MadeOf	-
japanese	/r/MadeOf	-
taiwanese	/r/MadeOf	-
bengali	/r/MadeOf	-
nepal	/r/MadeOf	-
albanian	/r/MadeOf	-
albania	/r/MadeOf	-
columbian	/r/MadeOf	-
peruvian	/r/MadeOf	-
argentian	/r/MadeOf	-
spain	/r/MadeOf	-
paraguay	/r/MadeOf	-
ethiopian	/r/MadeOf	-
egyptian	/r/MadeOf	-
persian people	/r/MadeOf	-
sweden	/r/MadeOf	-
crimea	/r/MadeOf	-
portuguese	/r/MadeOf	-
argentina	/r/MadeOf	-
chile	/r/MadeOf	-
cape verdean	/r/MadeOf	-
turkish	/r/MadeOf	-
yemeni	/r/MadeOf	-
taiwan	/r/MadeOf	-
austrian	/r/MadeOf	-
white people	/r/MadeOf	-
finland	/r/MadeOf	-
australia	/r/MadeOf	-
south african	/r/MadeOf	-
eriteria	/r/MadeOf	-
egypt	/r/MadeOf	-
korean	/r/MadeOf	-
dutch people	/r/MadeOf	-
peru	/r/MadeOf	-
poland	/r/MadeOf	-
chilean	/r/MadeOf	-
columbia	/r/MadeOf	-
bolivia	/r/MadeOf	-
laotian	/r/MadeOf	-
lebanese	/r/MadeOf	-
japan	/r/MadeOf	-
norway	/r/MadeOf	-
cape verde	/r/MadeOf	-
portugal	/r/MadeOf	-
austria	/r/MadeOf	-
singaporean	/r/MadeOf	-
netherlands	/r/MadeOf	-
she	/r/MadeOf	-
he	/r/MadeOf	-
hers	/r/MadeOf	-
him	/r/MadeOf	-
her	/r/MadeOf	-
herself	/r/MadeOf	-
himself	/r/MadeOf	-
his	/r/MadeOf	-
woman	/r/MadeOf	-
man	/r/MadeOf	-
female	/r/MadeOf	-
male	/r/MadeOf	-
lady	/r/MadeOf	-
gentleman	/r/MadeOf	-
ladies	/r/MadeOf	-
gentlemen	/r/MadeOf	-
girl	/r/MadeOf	-
boy	/r/MadeOf	-
sir	/r/MadeOf	-
ma am	/r/MadeOf	-
mother	/r/MadeOf	-
father	/r/MadeOf	-
stepmother	/r/MadeOf	-
stepfather	/r/MadeOf	-
daughter	/r/MadeOf	-
son	/r/MadeOf	-
sister	/r/MadeOf	-
brother	/r/MadeOf	-
grandmother	/r/MadeOf	-
grandfather	/r/MadeOf	-
mommy	/r/MadeOf	-
daddy	/r/MadeOf	-
wife	/r/MadeOf	-
husband	/r/MadeOf	-
bride	/r/MadeOf	-
groom	/r/MadeOf	-
girlfriend	/r/MadeOf	-
boyfriend	/r/MadeOf	-
schoolgirl	/r/MadeOf	-
schoolboy	/r/MadeOf	-
sharia	/r/MadeOf	-
jihad	/r/MadeOf	-
christian	/r/MadeOf	-
muslim	/r/MadeOf	-
islam	/r/MadeOf	-
hindu	/r/MadeOf	-
mohammed	/r/MadeOf	-
church	/r/MadeOf	-
quran	/r/MadeOf	-
bible	/r/MadeOf	-
brahmin	/r/MadeOf	-
holy trinity	/r/MadeOf	-
barber	/r/MadeOf	-
coach	/r/MadeOf	-
businessperson	/r/MadeOf	-
football player	/r/MadeOf	-
construction worker	/r/MadeOf	-
manager	/r/MadeOf	-
ceo	/r/MadeOf	-
accountant	/r/MadeOf	-
commander	/r/MadeOf	-
firefighter	/r/MadeOf	-
mover	/r/MadeOf	-
software developer	/r/MadeOf	-
guard	/r/MadeOf	-
baker	/r/MadeOf	-
doctor	/r/MadeOf	-
athlete	/r/MadeOf	-
artist	/r/MadeOf	-
dancer	/r/MadeOf	-
mathematician	/r/MadeOf	-
janitor	/r/MadeOf	-
carpenter	/r/MadeOf	-
mechanic	/r/MadeOf	-
actor	/r/MadeOf	-
handyman	/r/MadeOf	-
musician	/r/MadeOf	-
detective	/r/MadeOf	-
politician	/r/MadeOf	-
entrepreneur	/r/MadeOf	-
model	/r/MadeOf	-
opera singer	/r/MadeOf	-
chief	/r/MadeOf	-
lawyer	/r/MadeOf	-
farmer	/r/MadeOf	-
writer	/r/MadeOf	-
librarian	/r/MadeOf	-
army	/r/MadeOf	-
real estate developer	/r/MadeOf	-
broker	/r/MadeOf	-
scientist	/r/MadeOf	-
butcher	/r/MadeOf	-
electrician	/r/MadeOf	-
prosecutor	/r/MadeOf	-
banker	/r/MadeOf	-
cook	/r/MadeOf	-
hairdresser	/r/MadeOf	-
prisoner	/r/MadeOf	-
plumber	/r/MadeOf	-
attorney	/r/MadeOf	-
boxer	/r/MadeOf	-
chess player	/r/MadeOf	-
priest	/r/MadeOf	-
swimmer	/r/MadeOf	-
tennis player	/r/MadeOf	-
supervisor	/r/MadeOf	-
attendant	/r/MadeOf	-
housekeeper	/r/MadeOf	-
maid	/r/MadeOf	-
producer	/r/MadeOf	-
researcher	/r/MadeOf	-
midwife	/r/MadeOf	-
judge	/r/MadeOf	-
umpire	/r/MadeOf	-
bartender	/r/MadeOf	-
economist	/r/MadeOf	-
physicist	/r/MadeOf	-
psychologist	/r/MadeOf	-
theologian	/r/MadeOf	-
salesperson	/r/MadeOf	-
physician	/r/MadeOf	-
sheriff	/r/MadeOf	-
cashier	/r/MadeOf	-
assistant	/r/MadeOf	-
receptionist	/r/MadeOf	-
editor	/r/MadeOf	-
engineer	/r/MadeOf	-
comedian	/r/MadeOf	-
painter	/r/MadeOf	-
civil servant	/r/MadeOf	-
diplomat	/r/MadeOf	-
guitarist	/r/MadeOf	-
linguist	/r/MadeOf	-
poet	/r/MadeOf	-
laborer	/r/MadeOf	-
teacher	/r/MadeOf	-
delivery man	/r/MadeOf	-
realtor	/r/MadeOf	-
pilot	/r/MadeOf	-
professor	/r/MadeOf	-
chemist	/r/MadeOf	-
historian	/r/MadeOf	-
pensioner	/r/MadeOf	-
performing artist	/r/MadeOf	-
singer	/r/MadeOf	-
secretary	/r/MadeOf	-
auditor	/r/MadeOf	-
counselor	/r/MadeOf	-
designer	/r/MadeOf	-
soldier	/r/MadeOf	-
journalist	/r/MadeOf	-
dentist	/r/MadeOf	-
analyst	/r/MadeOf	-
nurse	/r/MadeOf	-
tailor	/r/MadeOf	-
waiter	/r/MadeOf	-
author	/r/MadeOf	-
architect	/r/MadeOf	-
academic	/r/MadeOf	-
director	/r/MadeOf	-
illustrator	/r/MadeOf	-
clerk	/r/MadeOf	-
policeman	/r/MadeOf	-
chef	/r/MadeOf	-
photographer	/r/MadeOf	-
drawer	/r/MadeOf	-
cleaner	/r/MadeOf	-
pharmacist	/r/MadeOf	-
pianist	/r/MadeOf	-
composer	/r/MadeOf	-
handball player	/r/MadeOf	-
sociologist	/r/MadeOf	-
african american	/r/HasProperty	-
armenian	/r/HasProperty	-
persian	/r/HasProperty	-
american	/r/HasProperty	-
filipino	/r/HasProperty	-
english	/r/HasProperty	-
norwegian	/r/HasProperty	-
dutch	/r/HasProperty	-
israeli	/r/HasProperty	-
nigerian	/r/HasProperty	-
ethiopia	/r/HasProperty	-
europe	/r/HasProperty	-
european	/r/HasProperty	-
russian	/r/HasProperty	-
ukraine	/r/HasProperty	-
sudan	/r/HasProperty	-
afghanistan	/r/HasProperty	-
iraq	/r/HasProperty	-
yemen	/r/HasProperty	-
ukrainian	/r/HasProperty	-
russia	/r/HasProperty	-
italy	/r/HasProperty	-
somali	/r/HasProperty	-
iran	/r/HasProperty	-
afghan	/r/HasProperty	-
indian	/r/HasProperty	-
italian	/r/HasProperty	-
australian	/r/HasProperty	-
spanish	/r/HasProperty	-
guatemalan	/r/HasProperty	-
hispanic	/r/HasProperty	-
venezuela	/r/HasProperty	-
sudanese	/r/HasProperty	-
oman	/r/HasProperty	-
finnish	/r/HasProperty	-
swedish	/r/HasProperty	-
venezuelan	/r/HasProperty	-
puerto rican	/r/HasProperty	-
ghanaian	/r/HasProperty	-
moroccan	/r/HasProperty	-
somalia	/r/HasProperty	-
saudi arabian	/r/HasProperty	-
syria	/r/HasProperty	-
chinese	/r/HasProperty	-
pakistani	/r/HasProperty	-
china	/r/HasProperty	-
india	/r/HasProperty	-
irish	/r/HasProperty	-
britain	/r/HasProperty	-
france	/r/HasProperty	-
greece	/r/HasProperty	-
scotland	/r/HasProperty	-
mexican	/r/HasProperty	-
paraguayan	/r/HasProperty	-
brazil	/r/HasProperty	-
african	/r/HasProperty	-
eritrean	/r/HasProperty	-
sierra leonean	/r/HasProperty	-
africa	/r/HasProperty	-
jordan	/r/HasProperty	-
indonesia	/r/HasProperty	-
vietnam	/r/HasProperty	-
pakistan	/r/HasProperty	-
german	/r/HasProperty	-
romania	/r/HasProperty	-
brazilian	/r/HasProperty	-
ecuadorian	/r/HasProperty	-
mexico	/r/HasProperty	-
puerto rico	/r/HasProperty	-
kenyan	/r/HasProperty	-
liberian	/r/HasProperty	-
cameroonian	/r/HasProperty	-
african americans	/r/HasProperty	-
kenya	/r/HasProperty	-
liberia	/r/HasProperty	-
sierra leon	/r/HasProperty	-
qatari	/r/HasProperty	-
syrian	/r/HasProperty	-
arab	/r/HasProperty	-
saudi arabia	/r/HasProperty	-
lebanon	/r/HasProperty	-
indonesian	/r/HasProperty	-
french	/r/HasProperty	-
norwegian	/r/HasProperty	-
south africa	/r/HasProperty	-
jordanian	/r/HasProperty	-
korea	/r/HasProperty	-
singapore	/r/HasProperty	-
romanian	/r/HasProperty	-
crimean	/r/HasProperty	-
native american	/r/HasProperty	-
germany	/r/HasProperty	-
ireland	/r/HasProperty	-
ecuador	/r/HasProperty	-
morocco	/r/HasProperty	-
omani	/r/HasProperty	-
iranian	/r/HasProperty	-
iraqi	/r/HasProperty	-
qatar	/r/HasProperty	-
turkey	/r/HasProperty	-
vietnamese	/r/HasProperty	-
nepali	/r/HasProperty	-
laos	/r/HasProperty	-
bangladesh	/r/HasProperty	-
british	/r/HasProperty	-
polish	/r/HasProperty	-
greek	/r/HasProperty	-
scottish	/r/HasProperty	-
bolivian	/r/HasProperty	-
guatemala	/r/HasProperty	-
ghana	/r/HasProperty	-
cameroon	/r/HasProperty	-
japanese	/r/HasProperty	-
taiwanese	/r/HasProperty	-
bengali	/r/HasProperty	-
nepal	/r/HasProperty	-
albanian	/r/HasProperty	-
albania	/r/HasProperty	-
columbian	/r/HasProperty	-
peruvian	/r/HasProperty	-
argentian	/r/HasProperty	-
spain	/r/HasProperty	-
paraguay	/r/HasProperty	-
ethiopian	/r/HasProperty	-
egyptian	/r/HasProperty	-
persian people	/r/HasProperty	-
sweden	/r/HasProperty	-
crimea	/r/HasProperty	-
portuguese	/r/HasProperty	-
argentina	/r/HasProperty	-
chile	/r/HasProperty	-
cape verdean	/r/HasProperty	-
turkish	/r/HasProperty	-
yemeni	/r/HasProperty	-
taiwan	/r/HasProperty	-
austrian	/r/HasProperty	-
white people	/r/HasProperty	-
finland	/r/HasProperty	-
australia	/r/HasProperty	-
south african	/r/HasProperty	-
eriteria	/r/HasProperty	-
egypt	/r/HasProperty	-
korean	/r/HasProperty	-
dutch people	/r/HasProperty	-
peru	/r/HasProperty	-
poland	/r/HasProperty	-
chilean	/r/HasProperty	-
columbia	/r/HasProperty	-
bolivia	/r/HasProperty	-
laotian	/r/HasProperty	-
lebanese	/r/HasProperty	-
japan	/r/HasProperty	-
norway	/r/HasProperty	-
cape verde	/r/HasProperty	-
portugal	/r/HasProperty	-
austria	/r/HasProperty	-
singaporean	/r/HasProperty	-
netherlands	/r/HasProperty	-
she	/r/HasProperty	-
he	/r/HasProperty	-
hers	/r/HasProperty	-
him	/r/HasProperty	-
her	/r/HasProperty	-
herself	/r/HasProperty	-
himself	/r/HasProperty	-
his	/r/HasProperty	-
woman	/r/HasProperty	-
man	/r/HasProperty	-
female	/r/HasProperty	-
male	/r/HasProperty	-
lady	/r/HasProperty	-
gentleman	/r/HasProperty	-
ladies	/r/HasProperty	-
gentlemen	/r/HasProperty	-
girl	/r/HasProperty	-
boy	/r/HasProperty	-
sir	/r/HasProperty	-
ma am	/r/HasProperty	-
mother	/r/HasProperty	-
father	/r/HasProperty	-
stepmother	/r/HasProperty	-
stepfather	/r/HasProperty	-
daughter	/r/HasProperty	-
son	/r/HasProperty	-
sister	/r/HasProperty	-
brother	/r/HasProperty	-
grandmother	/r/HasProperty	-
grandfather	/r/HasProperty	-
mommy	/r/HasProperty	-
daddy	/r/HasProperty	-
wife	/r/HasProperty	-
husband	/r/HasProperty	-
bride	/r/HasProperty	-
groom	/r/HasProperty	-
girlfriend	/r/HasProperty	-
boyfriend	/r/HasProperty	-
schoolgirl	/r/HasProperty	-
schoolboy	/r/HasProperty	-
sharia	/r/HasProperty	-
jihad	/r/HasProperty	-
christian	/r/HasProperty	-
muslim	/r/HasProperty	-
islam	/r/HasProperty	-
hindu	/r/HasProperty	-
mohammed	/r/HasProperty	-
church	/r/HasProperty	-
quran	/r/HasProperty	-
bible	/r/HasProperty	-
brahmin	/r/HasProperty	-
holy trinity	/r/HasProperty	-
barber	/r/HasProperty	-
coach	/r/HasProperty	-
businessperson	/r/HasProperty	-
football player	/r/HasProperty	-
construction worker	/r/HasProperty	-
manager	/r/HasProperty	-
ceo	/r/HasProperty	-
accountant	/r/HasProperty	-
commander	/r/HasProperty	-
firefighter	/r/HasProperty	-
mover	/r/HasProperty	-
software developer	/r/HasProperty	-
guard	/r/HasProperty	-
baker	/r/HasProperty	-
doctor	/r/HasProperty	-
athlete	/r/HasProperty	-
artist	/r/HasProperty	-
dancer	/r/HasProperty	-
mathematician	/r/HasProperty	-
janitor	/r/HasProperty	-
carpenter	/r/HasProperty	-
mechanic	/r/HasProperty	-
actor	/r/HasProperty	-
handyman	/r/HasProperty	-
musician	/r/HasProperty	-
detective	/r/HasProperty	-
politician	/r/HasProperty	-
entrepreneur	/r/HasProperty	-
model	/r/HasProperty	-
opera singer	/r/HasProperty	-
chief	/r/HasProperty	-
lawyer	/r/HasProperty	-
farmer	/r/HasProperty	-
writer	/r/HasProperty	-
librarian	/r/HasProperty	-
army	/r/HasProperty	-
real estate developer	/r/HasProperty	-
broker	/r/HasProperty	-
scientist	/r/HasProperty	-
butcher	/r/HasProperty	-
electrician	/r/HasProperty	-
prosecutor	/r/HasProperty	-
banker	/r/HasProperty	-
cook	/r/HasProperty	-
hairdresser	/r/HasProperty	-
prisoner	/r/HasProperty	-
plumber	/r/HasProperty	-
attorney	/r/HasProperty	-
boxer	/r/HasProperty	-
